editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class,sort
13953,124.158.110.73,329212990,329213236,http://en.wikipedia.org/w/index.php?diff=329213236&oldid=329212990,2009-12-02T09:05:07Z,/* M */,10808876,List of companies of Mongolia,13953,regular,0.295281697
3895,Enst38,329136316,329138739,http://en.wikipedia.org/w/index.php?diff=329138739&oldid=329136316,2009-12-01T23:40:08Z,Lord Mayor/Oberbuergermeister,17955,Leipzig,3895,regular,0.936550272
19642,Hanoconnor,327320042,327324312,http://en.wikipedia.org/w/index.php?diff=327324312&oldid=327320042,2009-11-22T18:34:53Z,/* External links */,1198799,Chino XL,19642,regular,0.57783354
30263,Phil Bridger,326957751,327119135,http://en.wikipedia.org/w/index.php?diff=327119135&oldid=326957751,2009-11-21T15:10:51Z,add sources and contest deletion,25146035,Nathaniel N. Whiting,30263,regular,0.031701083
6582,Huaiwei,307790203,328221382,http://en.wikipedia.org/w/index.php?diff=328221382&oldid=307790203,2009-11-27T15:39:16Z,clean up using [[Project:AutoWikiBrowser|AWB]],18997171,Hijack (film),6582,regular,0.084903805
3998,201.218.23.139,326431485,326804798,http://en.wikipedia.org/w/index.php?diff=326804798&oldid=326431485,2009-11-19T21:32:22Z,/* Singles */,9100878,Thalía discography,3998,regular,0.349980851
1385,WildCherry06,324681551,327273169,http://en.wikipedia.org/w/index.php?diff=327273169&oldid=324681551,2009-11-22T11:35:37Z,null,12195205,Luis Aguiar,1385,regular,0.708088387
16690,Anypodetos,317782175,328425320,http://en.wikipedia.org/w/index.php?diff=328425320&oldid=317782175,2009-11-28T18:53:59Z,"Capitalisation, Replaced: [[Main-belt Asteroid]] → [[main-belt asteroid]], using [[Project:AutoWikiBrowser|AWB]]",16427422,16021 Caseyvaughn,16690,regular,0.898612058
28500,Kollision,326572070,327449565,http://en.wikipedia.org/w/index.php?diff=327449565&oldid=326572070,2009-11-23T09:45:04Z,formatting using [[Project:AutoWikiBrowser|AWB]],22740792,A Prophet,28500,regular,0.814581717
13891,Mandsford,308102610,330101232,http://en.wikipedia.org/w/index.php?diff=330101232&oldid=308102610,2009-12-06T19:08:58Z,/* See also */,3605130,Vice-President of Botswana,13891,regular,0.991637791
13869,SchuminWeb,329958942,329965272,http://en.wikipedia.org/w/index.php?diff=329965272&oldid=329958942,2009-12-06T00:20:20Z,Reverted 1 edit by [[Special:Contributions/173.66.239.198|173.66.239.198]]; Original research?. using [[WP:TWINKLE|TW]],4951136,DASH (bus),13869,regular,0.606604052
45756,118.18.193.70,328465968,328501863,http://en.wikipedia.org/w/index.php?diff=328501863&oldid=328465968,2009-11-29T02:27:36Z,/* Plot */,24837512,Whale Whores,45756,regular,0.948634384
31479,119.94.227.154,328773540,328773998,http://en.wikipedia.org/w/index.php?diff=328773998&oldid=328773540,2009-11-30T10:22:16Z,/* Results */,9251659,Wesley So,31479,regular,0.580113002
23197,Rich Farmbrough,318106538,328396361,http://en.wikipedia.org/w/index.php?diff=328396361&oldid=318106538,2009-11-28T15:55:10Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],16426222,7586 Bismarck,23197,regular,0.213790742
32963,87.147.7.86,329519100,329519189,http://en.wikipedia.org/w/index.php?diff=329519189&oldid=329519100,2009-12-03T20:02:48Z,/* #13 - When the Ghost Dog Howls */,13935781,Goosebumps HorrorLand,32963,regular,0.569291367
45133,BoundaryRider,327449778,327450065,http://en.wikipedia.org/w/index.php?diff=327450065&oldid=327449778,2009-11-23T09:51:05Z,fixed link,18638543,List of waterfalls of Australia,45133,regular,0.512896146
13789,AndrewHowse,328959229,329030971,http://en.wikipedia.org/w/index.php?diff=329030971&oldid=328959229,2009-12-01T13:53:40Z,/* Professional career */Disambig links to dab page [[Gary Johnson]] and general clean-up using [[Project:AutoWikiBrowser|AWB]],1997881,John Carney (American football),13789,regular,0.160328033
32532,Chris G,313826233,328002413,http://en.wikipedia.org/w/index.php?diff=328002413&oldid=313826233,2009-11-26T06:52:49Z,Replacing {{IPAr|pl| with {{IPAc-pl|,18378975,"Stępka, Kuyavian-Pomeranian Voivodeship",32532,regular,0.985193575
15624,RadicalOne,329148419,329152094,http://en.wikipedia.org/w/index.php?diff=329152094&oldid=329148419,2009-12-02T01:04:23Z,"[[WP:UNDO|Undid]] revision 329148419 by [[Special:Contributions/Dvdurst|Dvdurst]] ([[User talk:Dvdurst|talk]])Generally , linking a term that is commonly known is unnecessary, as is >1 link per term.",390905,New Horizons,15624,regular,0.144513067
15393,70.112.245.22,326586033,327090760,http://en.wikipedia.org/w/index.php?diff=327090760&oldid=326586033,2009-11-21T10:37:30Z,/* Islam */,19168,Misogyny,15393,regular,0.944257011
8207,Rich Farmbrough,328368042,329450136,http://en.wikipedia.org/w/index.php?diff=329450136&oldid=328368042,2009-12-03T13:23:35Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],19104871,2007 All-Ireland Senior Hurling Championship Final,8207,regular,0.956525214
39997,BobKawanaka,326880003,326880659,http://en.wikipedia.org/w/index.php?diff=326880659&oldid=326880003,2009-11-20T05:47:33Z,npov and restore direct quote,23650449,Laffer curve,39997,regular,0.90219468
26191,Serendipodous,329728291,329729706,http://en.wikipedia.org/w/index.php?diff=329729706&oldid=329728291,2009-12-04T20:27:31Z,"/* 16 November 1835 (1P/1835&nbsp;P1, 1835&nbsp;III, 1835c) */ expanding and reffing",46083,Halleys Comet,26191,regular,0.76353868
5297,Jusdafax,327997194,327997211,http://en.wikipedia.org/w/index.php?diff=327997211&oldid=327997194,2009-11-26T05:55:48Z,Reverted edits by [[Special:Contributions/24.4.252.149|24.4.252.149]] to last revision by Jusdafax ([[Wikipedia:Huggle|HG]]),17009208,Anthony Randolph,5297,regular,0.999109209
5980,Phoe,327295591,327296110,http://en.wikipedia.org/w/index.php?diff=327296110&oldid=327295591,2009-11-22T15:12:19Z,John Edward Fletcher,1516223,John Fletcher,5980,regular,0.534544528
4424,Yellow Evan,321463151,327390261,http://en.wikipedia.org/w/index.php?diff=327390261&oldid=321463151,2009-11-23T01:32:51Z,"it was not the first billion dollar storm, Diane was",763285,Hurricane Betsy,4424,regular,0.889833495
24050,MindSpirit,324742236,328117352,http://en.wikipedia.org/w/index.php?diff=328117352&oldid=324742236,2009-11-26T23:35:04Z,null,2961460,Eid Mubarak,24050,regular,0.846335905
2621,Swampyank,328452667,328862042,http://en.wikipedia.org/w/index.php?diff=328862042&oldid=328452667,2009-11-30T19:46:35Z,/* Early life */ link,211518,Warren Buffett,2621,regular,0.887669159
18864,Nivrem110694,328603956,328605104,http://en.wikipedia.org/w/index.php?diff=328605104&oldid=328603956,2009-11-29T16:28:32Z,null,25242403,Barbie Forteza,18864,regular,0.602880968
5867,SharkD,327067956,327068010,http://en.wikipedia.org/w/index.php?diff=327068010&oldid=327067956,2009-11-21T06:23:57Z,shorten link text,576646,2.5D,5867,regular,0.5073876
27266,Alton,329953625,329956702,http://en.wikipedia.org/w/index.php?diff=329956702&oldid=329953625,2009-12-05T23:25:59Z,/* History */ sp,37765,"University of California, Los Angeles",27266,regular,0.536818523
29626,Ashwin Batish,327261799,327292067,http://en.wikipedia.org/w/index.php?diff=327292067&oldid=327261799,2009-11-22T14:38:14Z,added Hindi script for Avirhbav and Teerobhav terms,22978604,Ragmala,29626,regular,0.35752125
2061,Tatterfly,329611595,329714359,http://en.wikipedia.org/w/index.php?diff=329714359&oldid=329611595,2009-12-04T19:01:04Z,null,159421,Urination,2061,regular,0.376042472
39151,Rich Farmbrough,328342001,328477063,http://en.wikipedia.org/w/index.php?diff=328477063&oldid=328342001,2009-11-28T23:55:19Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],259087,"John Russell, 1st Earl of Bedford",39151,regular,0.379918243
18970,132.210.213.5,326830532,326830631,http://en.wikipedia.org/w/index.php?diff=326830631&oldid=326830532,2009-11-19T23:52:43Z,null,1211498,Ricardo Semler,18970,regular,0.543641424
45708,76.64.161.76,327156645,327387030,http://en.wikipedia.org/w/index.php?diff=327387030&oldid=327156645,2009-11-23T01:11:23Z,{{wikicommons}},456079,Pekingese,45708,regular,0.300817032
19674,Iluvrihanna24,328772577,328796371,http://en.wikipedia.org/w/index.php?diff=328796371&oldid=328772577,2009-11-30T13:24:56Z,null,24757517,Russian Roulette (song),19674,regular,0.446887995
41119,MBelgrano,329034857,329038209,http://en.wikipedia.org/w/index.php?diff=329038209&oldid=329034857,2009-12-01T14:43:37Z,null,25266509,Carlotism,41119,regular,0.300389822
37777,PitPirates32,327663644,327663740,http://en.wikipedia.org/w/index.php?diff=327663740&oldid=327663644,2009-11-24T13:43:12Z,/* Lodge Activities */,5148903,Anno 1701,37777,regular,0.663729132
11193,Orestek,328272564,328274887,http://en.wikipedia.org/w/index.php?diff=328274887&oldid=328272564,2009-11-27T22:16:43Z,/* See also */ layout,13906453,Abrahamic religions,11193,regular,0.318549873
11160,220.239.220.232,326328428,328017212,http://en.wikipedia.org/w/index.php?diff=328017212&oldid=326328428,2009-11-26T09:41:46Z,/* Episodes */,22337614,List of Phantom: Requiem for the Phantom episodes,11160,regular,0.450927737
35792,EmanWilm,323768875,328147802,http://en.wikipedia.org/w/index.php?diff=328147802&oldid=323768875,2009-11-27T03:39:20Z,link repair ([[Wikipedia:WikiProject Red Link Recovery|You can help!]]) - fixing links for River leny,650078,Loch Lubnaig,35792,regular,0.6778585
4355,70.226.219.234,327064516,327064580,http://en.wikipedia.org/w/index.php?diff=327064580&oldid=327064516,2009-11-21T05:42:59Z,null,18409965,Chinese Burn (song),4355,regular,0.281324956
34989,Str1977,327449083,327466820,http://en.wikipedia.org/w/index.php?diff=327466820&oldid=327449083,2009-11-23T12:57:01Z,/* The Candidates */,40451,"United States presidential election, 1792",34989,regular,0.534626219
1630,Cst17,329632181,329632329,http://en.wikipedia.org/w/index.php?diff=329632329&oldid=329632181,2009-12-04T08:32:12Z,Reverted edits by [[Special:Contributions/71.115.67.226|71.115.67.226]] to last revision by 208.124.136.83 ([[Wikipedia:Huggle|HG]]),361885,Doris Roberts,1630,regular,0.026997378
22471,Cbl62,328678756,328678927,http://en.wikipedia.org/w/index.php?diff=328678927&oldid=328678756,2009-11-29T22:51:49Z,/* Sleepy Lagoon case */,25245311,Alice McGrath,22471,regular,0.796822756
10668,ChildofMidnight,328517455,328517526,http://en.wikipedia.org/w/index.php?diff=328517526&oldid=328517455,2009-11-29T04:08:00Z,tweak,25238221,Freddie Barnes,10668,regular,0.902570006
28619,Nleenders,329136164,329267365,http://en.wikipedia.org/w/index.php?diff=329267365&oldid=329136164,2009-12-02T16:50:09Z,null,13627931,GridMathematica,28619,regular,0.490160738
4666,SlimVirgin,327108186,327108369,http://en.wikipedia.org/w/index.php?diff=327108369&oldid=327108186,2009-11-21T13:34:32Z,moved image to the top,23224587,2009 flu pandemic vaccine,4666,regular,0.602661989
13762,Aleph-4,327467754,327480752,http://en.wikipedia.org/w/index.php?diff=327480752&oldid=327467754,2009-11-23T14:56:09Z,/* Disaster */ hh,5082226,Hindenburg disaster,13762,regular,0.75005266
13856,71.67.182.5,327902736,327903044,http://en.wikipedia.org/w/index.php?diff=327903044&oldid=327902736,2009-11-25T18:46:12Z,null,4407208,List of Life with Derek episodes,13856,regular,0.211294513
29423,Edson Rosa,324272136,327943733,http://en.wikipedia.org/w/index.php?diff=327943733&oldid=324272136,2009-11-25T22:51:12Z,null,1846480,Acesita,29423,regular,0.016908426
16383,72.231.217.241,329867845,329869970,http://en.wikipedia.org/w/index.php?diff=329869970&oldid=329867845,2009-12-05T13:49:44Z,/* Current Wack Packers */,1206861,Wack Pack,16383,regular,0.094652749
331,Footyfanatic3000,327899180,327946345,http://en.wikipedia.org/w/index.php?diff=327946345&oldid=327899180,2009-11-25T23:09:07Z,[[WP:UNDO|Undid]] revision 327899180 by [[Special:Contributions/83.41.3.18|83.41.3.18]] ([[User talk:83.41.3.18|talk]]) Why did you undo my edit?,424601,Iceland (supermarket),331,regular,0.984488123
33103,MartinPoulter,329228614,329230844,http://en.wikipedia.org/w/index.php?diff=329230844&oldid=329228614,2009-12-02T11:59:26Z,merge content from [[Precognitive dreams]],40253,Precognition,33103,regular,0.902253265
11378,Darius Dhlomo,327123617,327123671,http://en.wikipedia.org/w/index.php?diff=327123671&oldid=327123617,2009-11-21T15:47:33Z,null,25145964,1999 World Weightlifting Championships – Mens 105 kg,11378,regular,0.76252011
30536,JonBroxton,327953630,327969532,http://en.wikipedia.org/w/index.php?diff=327969532&oldid=327953630,2009-11-26T01:48:55Z,"/* Current roster */ MLS season now over, Beckham on loan at Milan as of Jan 2010",241880,Los Angeles Galaxy,30536,regular,0.93858783
33432,Miami33139,328318266,328405187,http://en.wikipedia.org/w/index.php?diff=328405187&oldid=328318266,2009-11-28T16:50:54Z,Nominated for deletion; see [[Wikipedia:Articles for deletion/PLS (file format)]]. ([[WP:TW|TW]]),1254537,PLS (file format),33432,regular,0.270914448
31799,98.31.34.197,329106319,329106453,http://en.wikipedia.org/w/index.php?diff=329106453&oldid=329106319,2009-12-01T20:47:13Z,/* Early works */,13550,Hans Christian Andersen,31799,regular,0.427837032
19910,201.95.63.108,327879680,328517749,http://en.wikipedia.org/w/index.php?diff=328517749&oldid=327879680,2009-11-29T04:09:25Z,/* Underground and light rail system */,20546723,Transport in São Paulo,19910,regular,0.616211615
18360,201.80.251.254,328280777,328281047,http://en.wikipedia.org/w/index.php?diff=328281047&oldid=328280777,2009-11-27T23:02:00Z,/* Chart history */,23969660,Empire State of Mind,18360,regular,0.10909079
5610,Philip Trueman,329231307,329231369,http://en.wikipedia.org/w/index.php?diff=329231369&oldid=329231307,2009-12-02T12:03:34Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/74.176.182.161|74.176.182.161]] ([[User talk:74.176.182.161|talk]]) to last version by 67.184.76.152,1492118,Neal Horsley,5610,regular,0.678911742
31508,216.183.186.16,327155965,327156869,http://en.wikipedia.org/w/index.php?diff=327156869&oldid=327155965,2009-11-21T19:36:06Z,null,329778,Dialectician,31508,regular,0.441094927
43319,Alexander Tendler,325136870,328369908,http://en.wikipedia.org/w/index.php?diff=328369908&oldid=325136870,2009-11-28T12:32:10Z,null,826340,Pyramid of Cestius,43319,regular,0.322670815
34531,Jujimufu,327149705,327174121,http://en.wikipedia.org/w/index.php?diff=327174121&oldid=327149705,2009-11-21T21:25:27Z,"removed comments about McCarthy and Glenn - they constitute [[WP:OR]], and are dubious at best (e.g. http://wweek.com/story.php?story=5860 McCarthy shows doubting the school, not frustration; more ref",2356696,J. Z. Knight,34531,regular,0.788644207
7699,Captain-n00dle,327461537,327461574,http://en.wikipedia.org/w/index.php?diff=327461574&oldid=327461537,2009-11-23T12:05:28Z,Reverted edits by [[Special:Contributions/212.248.225.116|212.248.225.116]] to last revision by Captain-n00dle ([[WP:HG|HG]]),7426,Charles I of England,7699,regular,0.046536449
23855,Closedmouth,287743725,329245822,http://en.wikipedia.org/w/index.php?diff=329245822&oldid=287743725,2009-12-02T14:03:38Z,"/* England */[[WP:TSN|Typo fixing]] and general fixes, typos fixed: exhibtions → exhibitions using [[Project:AWB]]",15887760,Augustus Kenderdine,23855,regular,0.129317002
29519,Giants27,329767656,329776433,http://en.wikipedia.org/w/index.php?diff=329776433&oldid=329767656,2009-12-05T00:38:53Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Syracuseman|Syracuseman]] ([[User talk:Syracuseman|talk]]) to last version by JAnDbot,13310,Hideki Tōjō,29519,regular,0.094766615
9730,Redheylin,326887083,326887363,http://en.wikipedia.org/w/index.php?diff=326887363&oldid=326887083,2009-11-20T07:02:28Z,null,1872314,Tomorrow Never Knows,9730,regular,0.295291946
17412,Smithers7,326820783,328404834,http://en.wikipedia.org/w/index.php?diff=328404834&oldid=326820783,2009-11-28T16:49:06Z,additions,2441302,Park Pobedy (Moscow Metro),17412,regular,0.842298098
38252,Dan arndt,326677849,329195236,http://en.wikipedia.org/w/index.php?diff=329195236&oldid=326677849,2009-12-02T06:11:41Z,added infobox,24782674,Megan Washington,38252,regular,0.314998552
17193,Bsuorangecrush,327644833,327644848,http://en.wikipedia.org/w/index.php?diff=327644848&oldid=327644833,2009-11-24T10:54:19Z,/* 1996 */,15547315,"Wake Forest Demon Deacons football, 1990–1999",17193,regular,0.479169512
40969,84.68.0.56,324848994,327533046,http://en.wikipedia.org/w/index.php?diff=327533046&oldid=324848994,2009-11-23T20:36:01Z,/* The Arkestra continues */,97582,Sun Ra,40969,regular,0.276322946
11556,EmanWilm,327441336,328167759,http://en.wikipedia.org/w/index.php?diff=328167759&oldid=327441336,2009-11-27T06:44:13Z,link repair ([[Wikipedia:WikiProject Red Link Recovery|You can help!]]) - fixing link for The Broom of the System,1652334,List of metafictional works,11556,regular,0.309921646
12718,Hassaan19,327644092,327706341,http://en.wikipedia.org/w/index.php?diff=327706341&oldid=327644092,2009-11-24T18:29:40Z,null,24594884,Joe McElderry,12718,regular,0.223453914
29736,JoJan,326939079,326940582,http://en.wikipedia.org/w/index.php?diff=326940582&oldid=326939079,2009-11-20T15:36:36Z,authority,12653437,Ditropis,29736,regular,0.061716626
15392,Cumbersnatch,327411487,327412644,http://en.wikipedia.org/w/index.php?diff=327412644&oldid=327411487,2009-11-23T04:16:01Z,/* Series 27 and beyond */,9751944,List of unmade Doctor Who serials and films,15392,regular,0.468825376
37400,The Thing That Should Not Be,328038843,328043022,http://en.wikipedia.org/w/index.php?diff=328043022&oldid=328038843,2009-11-26T14:07:03Z,[[WP:RBK|Reverted]] edits by [[Special:Contributions/86.164.147.68|86.164.147.68]] ([[User_talk:86.164.147.68|talk]]) to last revision by Shai-kun ([[User_talk:The Thing That Should Not Be|Report Mistake]]) ([[WP:HG|HG]]),397986,Nail (anatomy),37400,regular,0.14735721
35030,92.13.124.175,327872302,328091368,http://en.wikipedia.org/w/index.php?diff=328091368&oldid=327872302,2009-11-26T20:11:37Z,/* Plot */,407628,Superman IV: The Quest for Peace,35030,regular,0.327131318
37610,Hell in a Bucket,329157967,329246013,http://en.wikipedia.org/w/index.php?diff=329246013&oldid=329157967,2009-12-02T14:04:50Z,Reverted to revision 328895010 by [[Special:Contributions/Cydebot|Cydebot]]. ([[WP:TW|TW]]),24158,"Pueblo, Colorado",37610,regular,0.55600568
44048,Ss112,326948336,327468435,http://en.wikipedia.org/w/index.php?diff=327468435&oldid=326948336,2009-11-23T13:12:43Z,Added episode summaries box from main episode list article.,11404452,Ugly Betty (season 1),44048,regular,0.483613545
28403,BOZ,328712574,328712717,http://en.wikipedia.org/w/index.php?diff=328712717&oldid=328712574,2009-11-30T02:10:13Z,/* Reception */ move that portion after the first cite,4244546,TaskMaker,28403,regular,0.922156086
17915,67.247.56.75,329754001,329805083,http://en.wikipedia.org/w/index.php?diff=329805083&oldid=329754001,2009-12-05T03:49:34Z,/* Press TV operations in the United States */ Rewrote SWA material and provided additional references to address concerns of roaddozen,10945963,Press TV,17915,regular,0.477699794
20031,89.152.227.246,329732709,329915956,http://en.wikipedia.org/w/index.php?diff=329915956&oldid=329732709,2009-12-05T19:22:46Z,null,907172,European Remote-Sensing Satellite,20031,regular,0.803831937
35877,98.216.178.2,317203004,327387497,http://en.wikipedia.org/w/index.php?diff=327387497&oldid=317203004,2009-11-23T01:14:54Z,null,2445849,Miles Dyson,35877,regular,0.195691578
14797,125.60.249.242,326876253,326879295,http://en.wikipedia.org/w/index.php?diff=326879295&oldid=326876253,2009-11-20T05:34:20Z,/* Charts */,23161492,Obsessed (song),14797,regular,0.413013214
10451,Vantine84,327797393,327810205,http://en.wikipedia.org/w/index.php?diff=327810205&oldid=327797393,2009-11-25T05:15:56Z,Added stub template,25118599,Neverwinter Nights: Wyvern Crown of Cormyr,10451,regular,0.297077941
10597,Boleyn,329157568,329200495,http://en.wikipedia.org/w/index.php?diff=329200495&oldid=329157568,2009-12-02T07:01:07Z,rem blue link which doesnt mention entry,3877807,John Ashton,10597,regular,0.13885586
30482,122.169.35.124,325686734,329897010,http://en.wikipedia.org/w/index.php?diff=329897010&oldid=325686734,2009-12-05T17:21:51Z,/* {{flagicon|India}} India */,1681743,Coal producing regions,30482,regular,0.766107457
42198,204.184.109.252,329597915,329666664,http://en.wikipedia.org/w/index.php?diff=329666664&oldid=329597915,2009-12-04T14:23:47Z,/* Dr. Martinez */,23565987,Maximum Ride,42198,regular,0.884313536
1979,87.113.56.241,326205700,329296620,http://en.wikipedia.org/w/index.php?diff=329296620&oldid=326205700,2009-12-02T19:41:15Z,null,3836940,Wayne Thomas (footballer),1979,regular,0.396968875
13,Graham87,328045046,328047120,http://en.wikipedia.org/w/index.php?diff=328047120&oldid=328045046,2009-11-26T14:42:49Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/122.167.100.117|122.167.100.117]] ([[User talk:122.167.100.117|talk]]) to last version by Graham87,15910,List of compositions by Johann Sebastian Bach,13,regular,0.369634133
35459,71.13.66.147,327837244,328783892,http://en.wikipedia.org/w/index.php?diff=328783892&oldid=327837244,2009-11-30T11:49:36Z,null,54353,"Kalamazoo, Michigan",35459,regular,0.533278266
372,Dougiewik,327459348,327459732,http://en.wikipedia.org/w/index.php?diff=327459732&oldid=327459348,2009-11-23T11:45:13Z,null,12791793,Henry Marcus Clark,372,regular,0.817408275
953,Nightscream,327234974,327235309,http://en.wikipedia.org/w/index.php?diff=327235309&oldid=327234974,2009-11-22T04:43:55Z,/* Notable landmarks */ wikilink.,125242,"Union City, New Jersey",953,regular,0.131792025
32703,83.209.23.235,327553236,328204729,http://en.wikipedia.org/w/index.php?diff=328204729&oldid=327553236,2009-11-27T13:20:03Z,null,376186,Sinology,32703,regular,0.701202584
31847,GD 6041,329013003,329020078,http://en.wikipedia.org/w/index.php?diff=329020078&oldid=329013003,2009-12-01T12:39:06Z,[[WP:UNDO|Undid]] revision 329013003 by [[Special:Contributions/112.201.23.205|112.201.23.205]] ([[User talk:112.201.23.205|talk]]) that endings non-canon,18720509,List of Tekken characters,31847,regular,0.429186429
42623,162.130.1.254,321824301,327237769,http://en.wikipedia.org/w/index.php?diff=327237769&oldid=321824301,2009-11-22T05:04:08Z,/* Notes */,18584595,Soldiers Last Letter,42623,regular,0.596323809
3258,71.23.219.127,326574273,327763129,http://en.wikipedia.org/w/index.php?diff=327763129&oldid=326574273,2009-11-24T23:43:54Z,/* Track listing */,7553764,Ultimate Victory,3258,regular,0.337848533
27957,24.23.107.115,327218372,327403214,http://en.wikipedia.org/w/index.php?diff=327403214&oldid=327218372,2009-11-23T03:06:56Z,null,1201971,Lou Holtz,27957,regular,0.4189365
39589,66.69.50.54,328851175,329793378,http://en.wikipedia.org/w/index.php?diff=329793378&oldid=328851175,2009-12-05T02:23:04Z,null,1635950,Björn Afzelius,39589,regular,0.617938386
44216,Tinkba,322473970,327073883,http://en.wikipedia.org/w/index.php?diff=327073883&oldid=322473970,2009-11-21T07:31:24Z,/* Chunking in motor learning */  Motor learning page link,931802,Chunking (psychology),44216,regular,0.652246592
14772,189.237.76.213,327719514,327720284,http://en.wikipedia.org/w/index.php?diff=327720284&oldid=327719514,2009-11-24T19:55:11Z,null,24210148,List of folk punk bands,14772,regular,0.72334675
35543,174.21.124.246,327202381,327228131,http://en.wikipedia.org/w/index.php?diff=327228131&oldid=327202381,2009-11-22T03:45:00Z,null,952486,Ali Boulala,35543,regular,0.052435455
20341,Rodhullandemu,327707408,327710035,http://en.wikipedia.org/w/index.php?diff=327710035&oldid=327707408,2009-11-24T18:53:39Z,dab,25190384,In Real Time: Live 87,20341,regular,0.841981597
39473,Montanabw,329494787,329596689,http://en.wikipedia.org/w/index.php?diff=329596689&oldid=329494787,2009-12-04T02:53:25Z,"Um, butt shots are really poor choices except about butts...dont remove a cite (tho tag it if its bad), keeping some changes, others, well, yeah, we needed to improve that, but maybe not that way..",1626384,Fjord horse,39473,regular,0.316140653
10630,68.81.164.123,326795271,327241722,http://en.wikipedia.org/w/index.php?diff=327241722&oldid=326795271,2009-11-22T05:42:35Z,null,21222213,Robert Burns,10630,regular,0.271557703
42164,94.224.189.231,329968308,329968444,http://en.wikipedia.org/w/index.php?diff=329968444&oldid=329968308,2009-12-06T00:40:42Z,/* J */,8409870,Enlistment age by country,42164,regular,0.231431688
37631,Reedmalloy,329773271,329773423,http://en.wikipedia.org/w/index.php?diff=329773423&oldid=329773271,2009-12-05T00:22:08Z,null,8296503,U.S. Air Force Aeronautical Ratings,37631,regular,0.591023804
15485,130.156.65.131,329067580,329136243,http://en.wikipedia.org/w/index.php?diff=329136243&oldid=329067580,2009-12-01T23:24:43Z,/* Singles */,18194927,Jordin Sparks discography,15485,regular,0.829565867
40610,Ageekgal,329469480,329570680,http://en.wikipedia.org/w/index.php?diff=329570680&oldid=329469480,2009-12-04T00:09:35Z,tweak; ULA announcer stated it on live broadcast at http://ulalaunch.com/DeltaIV_WGS-3.html,10942793,Wideband Global SATCOM system,40610,regular,0.953633753
31431,Kosack,326452407,327319288,http://en.wikipedia.org/w/index.php?diff=327319288&oldid=326452407,2009-11-22T17:58:56Z,Linked Trevor Morris,5028914,3 Needles,31431,regular,0.776149785
41136,Az81964444,316502669,327236846,http://en.wikipedia.org/w/index.php?diff=327236846&oldid=316502669,2009-11-22T04:56:53Z,null,3362573,USS United States vs HMS Macedonian,41136,regular,0.233756692
7650,Woohookitty,223292398,329016634,http://en.wikipedia.org/w/index.php?diff=329016634&oldid=223292398,2009-12-01T12:10:00Z,[[:en:User:NicoV/Wikipedia Cleaner/Documentation|WikiCleaner]] 0.98 - Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]],3284575,Leichenlinie,7650,regular,0.820710423
10442,Boleyn3,329090277,329090381,http://en.wikipedia.org/w/index.php?diff=329090381&oldid=329090277,2009-12-01T19:23:33Z,rem per [[MOS:DABRL]],20672648,Hont,10442,regular,0.273006768
28270,Tomaxer,324022907,329074763,http://en.wikipedia.org/w/index.php?diff=329074763&oldid=324022907,2009-12-01T18:05:12Z,Added about template,78022,BINAC,28270,regular,0.31417273
38471,Henry Delforn,328444075,328446177,http://en.wikipedia.org/w/index.php?diff=328446177&oldid=328444075,2009-11-28T20:57:33Z,add Collins and Dykema/add refs/linecit,25228957,Connes embedding problem,38471,regular,0.260555874
9322,EPadmirateur,327875017,327890654,http://en.wikipedia.org/w/index.php?diff=327890654&oldid=327875017,2009-11-25T17:22:06Z,Revert to the revision prior to revision 327875017 dated 2009-11-25 15:36:01 by 24.127.87.194 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],326512,American Express,9322,regular,0.560976812
45352,Paradoctor,328073023,328594764,http://en.wikipedia.org/w/index.php?diff=328594764&oldid=328073023,2009-11-29T15:22:33Z,I dont like parentheses,12406516,Truppenführung,45352,regular,0.9317408
25766,Horkana,329976253,329976825,http://en.wikipedia.org/w/index.php?diff=329976825&oldid=329976253,2009-12-06T01:28:45Z,date format as seen in [[Template:Single_infobox]]. formatting the text in intro the same for consistency. (I prefer the ISO format myself but consistency is important),18993902,Chasing Cars,25766,regular,0.457881823
24849,Rich Farmbrough,318074940,328384152,http://en.wikipedia.org/w/index.php?diff=328384152&oldid=318074940,2009-11-28T14:28:57Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],16453553,6386 Keithnoll,24849,regular,0.74227396
674,94.2.186.205,326803304,326803380,http://en.wikipedia.org/w/index.php?diff=326803380&oldid=326803304,2009-11-19T21:24:01Z,/* Publishing spin-offs */,505243,GamesMaster,674,regular,0.797705318
